SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
8105678,Units,48,4,12,30,69,43,24,6,47,22,1,42
8105769,Units,580,149,470,646,662,238,452,643,715,270,534,561
8105801,Units,9,48,181,152,318,114,153,204,303,228,4,78
8105827,Units,60,105,92,148,100,141,50,79,168,27,136,118
8105835,Units,0,0,0,0,0,0,0,0,0,0,0,0
8105850,Units,0,0,0,0,0,0,0,0,0,0,0,0
8105868,Units,809,135,826,1148,454,678,1433,1120,578,1390,106,1349
8105876,Units,436,1361,756,1203,1280,105,1176,46,450,1023,704,96
8105892,Units,0,0,0,0,0,0,0,0,0,0,0,0
8106023,Units,30,31,3,106,82,87,92,10,17,97,43,9
8106049,Units,0,0,0,0,0,0,0,0,0,0,0,0
8106064,Units,614,242,155,153,653,585,183,135,580,605,84,472
8106221,Units,335,273,119,12,449,533,171,45,383,437,121,402
8106254,Units,436,241,427,238,647,780,493,477,229,547,240,105
8106288,Units,561,76,612,717,817,825,530,160,469,608,525,757
8106312,Units,359,627,506,661,350,633,691,524,220,496,373,97
8106411,Units,0,0,0,0,0,0,0,0,0,0,0,0
8106445,Units,156,66,241,455,454,266,23,459,41,312,430,393
8106452,Units,78,189,143,45,183,94,333,16,197,232,41,457
8106502,Units,0,0,0,0,0,0,0,0,0,0,0,0
8106783,Units,0,0,0,0,0,0,0,0,0,0,0,0
8107120,Units,0,0,0,0,0,0,0,0,0,0,0,0
8107179,Units,0,0,0,0,0,0,0,0,0,0,0,0
8107211,Units,0,0,0,0,0,0,0,0,0,0,0,0
8107237,Units,0,1,0,0,1,1,0,0,1,1,0,0
8107245,Units,0,0,0,0,0,0,0,0,0,0,0,0
8107294,Units,1,1,0,1,1,1,2,0,0,2,2,0
8107328,Units,0,-1,-1,0,0,-1,-1,0,0,-1,0,0
8107336,Units,0,1,1,1,0,1,0,2,2,2,0,2
8107351,Units,0,0,0,0,0,0,0,0,0,0,0,0
8107369,Units,5,10,5,1,11,0,8,4,11,2,11,10
8107377,Units,0,0,0,0,0,0,0,0,0,0,0,0
8107385,Units,7,3,9,16,19,13,19,16,17,13,13,21
8107393,Units,9,13,18,1,8,1,3,3,6,22,22,16
8107419,Units,2,1,2,2,3,3,3,6,6,6,0,4
8107427,Units,3,2,1,2,3,0,2,3,0,3,0,2
8107443,Units,0,0,0,0,0,0,0,0,0,0,0,0
8107591,Units,1,1,0,0,1,2,0,2,2,1,2,0
8107617,Units,1,5,6,3,4,1,6,5,2,7,3,1
8107633,Units,6,7,56,11,44,12,19,13,3,52,27,7
8107658,Units,0,0,-1,0,-1,-1,-1,-1,0,0,0,-1
8107674,Units,730,302,88,351,774,796,353,806,535,375,589,342
8107682,Units,10,10,21,17,4,12,8,10,19,18,3,4
8107708,Units,563,0,553,191,1155,656,248,990,515,739,112,1086
8107724,Units,1690,2089,370,147,2012,1788,1666,594,21,387,1214,1344
8107740,Units,2645,312,2419,2686,1928,2828,1510,2233,1961,1946,2940,248
8107799,Units,4,11,8,4,5,4,11,8,6,11,8,1
8107849,Units,950,1104,993,1495,202,1400,1253,10,874,994,930,1201
8107914,Units,356,643,383,956,644,734,511,228,575,360,248,289
8107922,Units,749,1343,2373,2487,1322,2791,1162,86,148,2151,1446,1243
8107971,Units,0,0,0,1,0,0,0,1,1,1,1,1
8107989,Units,0,0,0,0,0,0,0,0,0,0,0,0
8108102,Units,5,11,3,11,9,2,6,3,4,2,3,10
8108128,Units,4,1,0,4,2,6,0,3,1,2,0,6
8108136,Units,4,0,1,4,4,4,4,1,2,6,6,5
8108250,Units,442,1292,2027,2156,167,1826,1446,1383,446,2054,1584,355
8108268,Units,693,622,1169,984,62,555,592,613,815,834,111,1072
8108524,Units,3027,1072,2602,2245,414,2163,1412,3013,986,661,1392,1108
8108847,Units,777,308,165,776,380,590,354,733,698,519,736,652
8108938,Units,0,0,1,0,0,1,0,1,1,0,1,0
8109068,Units,1,1,1,0,0,0,0,0,0,0,0,0
8109126,Units,5,9,2,8,7,3,2,6,8,5,0,7
8109134,Units,28,138,152,17,58,132,137,17,98,134,117,7
8109142,Units,0,0,0,0,0,0,0,0,0,0,0,0
8109357,Units,124,28,47,122,51,151,118,112,70,87,25,89
8109464,Units,4,7,2,1,8,4,3,4,4,7,3,3
8109753,Units,49,131,173,66,95,87,65,54,90,9,125,177
8109761,Units,57,240,457,281,459,295,366,205,283,505,188,387
8109829,Units,528,968,711,343,888,887,997,730,864,879,206,419
8109928,Units,0,0,0,0,0,0,0,0,0,0,0,0
8109951,Units,0,0,0,0,0,0,0,0,0,0,0,0
8110009,Units,155,234,245,276,51,63,170,287,81,177,273,302
8110017,Units,0,0,0,0,0,0,0,0,0,0,0,0
8110504,Units,11,48,41,36,25,1,17,1,32,12,40,10
8110728,Units,33,21,40,22,18,12,36,21,35,39,42,18
8110751,Units,0,0,0,0,0,0,0,0,0,0,0,0
8110827,Units,0,0,0,0,0,0,0,0,0,0,0,0
8110892,Units,0,0,0,0,0,0,0,0,0,0,0,0
8110959,Units,0,0,0,0,0,0,0,0,0,0,0,0
8111031,Units,0,0,0,0,0,0,0,0,0,0,0,0
8111122,Units,29,30,20,25,4,10,0,32,17,6,12,7
8111163,Units,0,0,0,0,0,0,0,0,0,0,0,0
8111221,Units,0,0,0,0,0,0,0,0,0,0,0,0
8111320,Units,88,142,155,83,179,149,120,171,156,178,172,22
8111338,Units,152,27,5,175,128,147,243,182,98,199,8,213
8111437,Units,139,387,2203,2896,2119,1742,2439,8,102,1334,2045,2821
8111478,Units,0,0,0,0,0,0,0,0,0,0,0,0
8111601,Units,0,0,0,0,0,0,0,0,0,0,0,0
8111676,Units,0,0,0,0,0,0,0,0,0,0,0,0
8111809,Units,0,0,0,0,0,0,0,0,0,0,0,0
8111890,Units,130,75,205,105,19,92,127,93,246,105,262,82
8111916,Units,880,1638,74,197,1612,1766,1615,960,385,1358,1618,1125
8111924,Units,1307,305,2113,1051,782,1260,1098,67,709,1133,1291,430
8111932,Units,764,766,1205,243,1299,624,484,951,1952,1062,1085,761
8111957,Units,1486,1740,2195,3107,1575,264,1078,1793,2875,2765,2356,1025
8111965,Units,242,1099,25,518,485,854,341,878,90,160,673,381
8111981,Units,0,5,21,1,6,12,12,19,15,7,23,29
8112211,Units,293,142,384,335,380,348,148,285,456,117,14,200
8112237,Units,0,0,0,0,0,0,0,0,0,0,0,0
8112245,Units,0,1,0,1,0,1,0,1,0,1,0,1
8112377,Units,96,223,33,186,604,456,606,597,488,734,959,976
8112427,Units,0,0,0,0,0,0,0,0,0,0,0,0
8112435,Units,130,149,73,152,186,126,43,139,157,88,175,139
8112443,Units,138,270,256,201,270,219,184,109,89,260,231,215
8112526,Units,0,0,0,0,0,0,0,0,0,0,0,0
8112559,Units,399,594,256,763,42,525,492,273,499,697,263,351
8112567,Units,221,345,554,305,357,516,371,139,424,322,500,175
8112575,Units,2845,293,30,242,726,3179,1447,738,2910,3035,2512,1646
8112625,Units,6,4,7,6,9,5,8,0,3,5,0,8
8112633,Units,4,1,2,5,2,2,5,5,1,4,4,5
8112641,Units,1,10,9,2,3,9,5,3,1,1,5,4
8112658,Units,23,3,2,3,4,16,7,3,18,9,21,21
8112682,Units,318,99,513,157,606,510,601,66,554,274,65,55
8113037,Units,1527,1906,20,612,330,2075,1508,672,882,1681,1067,763
8113045,Units,890,1563,307,1472,1490,126,709,400,77,1509,1275,621
8113060,Units,230,340,384,206,467,290,194,415,281,454,484,263
8113086,Units,387,545,377,316,301,97,192,237,536,551,249,133
8113094,Units,937,1063,567,383,1005,772,600,938,593,691,13,198
8113144,Units,668,584,237,794,498,60,853,107,534,57,764,417
8113151,Units,420,761,910,503,924,51,263,443,585,21,925,266
8113169,Units,199,367,46,260,271,278,458,346,25,638,464,760
8113276,Units,190,442,113,490,526,282,354,338,347,465,130,164
8113326,Units,365,944,375,369,953,731,146,265,613,969,879,671
8113557,Units,0,0,0,0,0,0,0,0,0,0,0,0
8113615,Units,40,37,34,9,27,38,7,19,24,38,7,47
8113623,Units,1683,1433,1190,744,58,983,1290,708,686,495,209,984
8113722,Units,-1,-2,0,-2,-1,-3,-1,-4,-1,-1,-3,-1
8113748,Units,22,41,13,63,12,3,3,52,62,4,31,50
8113888,Units,998,5,348,531,198,175,888,214,831,383,74,614
8113946,Units,783,561,462,755,587,418,313,80,149,410,896,287
8114118,Units,1291,503,1274,280,1141,370,532,1027,971,838,474,165
8114126,Units,493,966,407,177,850,286,197,800,72,699,54,293
8114134,Units,2716,499,2312,1376,49,1516,1588,1693,1079,180,1374,1116
8114142,Units,512,899,21,706,624,553,52,393,780,477,346,467
8114480,Units,0,1,0,0,1,0,0,0,1,1,0,0
8114829,Units,35,46,52,36,30,61,32,26,42,50,58,1
8114936,Units,406,234,795,463,191,647,61,453,280,490,504,720
8114944,Units,1739,487,562,315,33,698,1443,3,1561,773,575,886
8115180,Units,0,1,1,1,1,1,0,1,0,0,1,0
8115230,Units,0,0,0,0,0,0,0,0,0,0,0,0
8115248,Units,295,883,810,47,368,301,785,232,681,142,51,759
8115321,Units,0,0,0,0,0,0,0,0,0,0,0,0
8115941,Units,4,4,6,6,2,4,0,2,4,6,2,3
8116279,Units,0,0,0,0,0,0,0,0,0,0,0,0
8116329,Units,265,335,133,462,80,604,574,633,246,116,747,664
8116550,Units,225,157,17,145,179,67,233,143,110,130,38,37
8116600,Units,14,7,15,9,4,11,6,11,11,9,5,6
8116626,Units,255,127,419,321,481,467,230,127,262,451,75,356
8116642,Units,10,70,117,211,23,98,34,143,131,160,133,21
8116667,Units,1,1,1,1,1,0,1,0,0,1,1,0
8116675,Units,76,207,345,171,262,110,206,166,101,354,372,128
8116683,Units,29,28,91,108,104,163,86,140,22,85,47,165
8116691,Units,0,0,0,0,0,0,0,0,0,0,0,0
8116717,Units,741,46,389,506,476,28,379,693,657,359,186,97
8116733,Units,57,573,630,433,278,749,683,381,657,255,147,206
8116741,Units,125,473,339,298,419,685,406,719,591,388,469,713
8116758,Units,431,547,121,454,445,274,296,510,195,380,587,441
8116766,Units,0,0,0,0,0,0,0,0,0,0,0,0
8116774,Units,0,0,0,0,0,0,0,0,0,0,0,0
8116782,Units,0,0,0,0,0,0,0,0,0,0,0,0
8116808,Units,48,17,56,34,36,43,32,55,1,33,9,33
8116816,Units,338,333,123,196,418,103,181,374,189,136,213,312
8116832,Units,238,867,488,492,736,722,935,145,453,688,465,742
8116840,Units,2203,1804,840,482,2021,1487,304,387,2038,1141,1941,655
8116857,Units,11,1,6,17,16,1,6,14,7,19,0,0
8116865,Units,11,16,9,8,1,11,5,1,10,9,10,1
8116881,Units,2235,1180,398,630,1552,1441,381,88,1189,232,1061,1692
8116899,Units,1276,117,498,2,524,724,1302,1334,810,11,188,804
8116949,Units,590,373,18,531,11,230,496,620,573,533,186,398
8116956,Units,249,275,292,36,42,373,91,176,151,291,111,41
8117079,Units,6,2,0,5,6,1,3,5,2,9,4,9
8117509,Units,470,250,86,140,63,413,510,413,234,427,273,417
8117558,Units,967,565,158,783,136,68,450,487,851,923,1058,914
8117574,Units,766,705,678,330,876,865,93,794,71,471,250,56
8117582,Units,1134,1081,492,598,221,413,345,15,735,472,689,1268
8117657,Units,0,0,0,0,0,0,0,0,0,0,0,0
8117814,Units,113,13,19,97,120,1,55,23,20,8,21,49
8117830,Units,345,161,37,35,318,150,323,21,59,347,204,111
8117848,Units,341,48,423,261,448,41,261,201,412,406,120,322
8118234,Units,46,39,179,131,200,69,34,183,113,12,149,29
8118416,Units,310,306,580,52,328,286,72,347,172,391,214,518
8118424,Units,404,658,5,546,483,731,549,617,290,635,477,644
8118432,Units,562,571,46,178,102,455,122,488,477,43,4,167
8118440,Units,378,69,90,74,632,438,590,284,363,631,345,247
8118457,Units,365,183,90,519,230,486,456,572,456,387,233,179
8118465,Units,597,364,335,123,192,543,469,596,688,279,561,281
8118473,Units,381,329,184,140,580,597,306,94,657,40,134,201
8118481,Units,25,420,319,213,252,200,104,275,561,568,48,442
8118499,Units,200,829,300,513,516,196,362,861,297,674,671,357
8118507,Units,223,167,664,77,188,326,334,448,30,534,436,129
8118515,Units,544,103,523,356,386,179,116,465,488,61,155,293
8118523,Units,392,597,280,366,521,517,49,198,548,170,48,171
8118531,Units,269,709,264,478,14,85,675,608,713,456,107,407
8118549,Units,700,693,111,428,661,209,565,415,522,555,527,219
8118556,Units,100,701,282,221,360,186,622,274,382,198,212,488
8118564,Units,315,602,308,505,133,504,208,432,609,634,336,511
8118572,Units,640,531,440,441,496,549,33,673,199,331,413,634
8118598,Units,808,614,533,12,227,304,397,68,734,13,91,463
8118606,Units,577,731,206,263,510,715,57,205,751,670,237,43
8118648,Units,293,81,103,423,94,388,201,105,23,424,243,397
8118697,Units,448,544,39,460,110,303,550,46,563,33,554,471
8118846,Units,582,52,557,565,490,55,72,537,367,125,137,525
8118853,Units,0,0,0,0,0,0,0,0,0,0,0,0
8118879,Units,0,0,0,0,0,0,0,0,0,0,0,0
8118887,Units,0,0,0,0,0,0,0,0,0,0,0,0
8118895,Units,0,0,0,0,0,0,0,0,0,0,0,0
8118911,Units,0,0,0,0,0,0,0,0,0,0,0,0
8119315,Units,0,4,3,1,4,1,1,3,2,3,0,4
8119323,Units,2,0,1,1,2,1,1,2,3,2,3,3
8119364,Units,299,1083,753,393,486,1038,940,505,605,688,689,865
8119372,Units,128,238,423,356,449,311,699,584,107,369,567,621
8119406,Units,0,0,0,0,0,0,0,0,0,0,0,0
8119422,Units,0,0,0,0,0,0,0,0,0,0,0,0
8119430,Units,327,491,618,220,96,519,705,90,66,709,300,587
8119448,Units,0,0,0,0,0,0,0,0,0,0,0,0
8119455,Units,0,0,0,0,0,0,0,0,0,0,0,0
8119471,Units,420,224,330,80,20,250,426,128,233,425,0,46
8119497,Units,957,1877,1001,2088,1373,1345,1398,1099,2355,1311,2666,1005
8119505,Units,389,390,157,376,292,8,451,197,296,54,418,509
8119612,Units,415,4,482,264,112,426,17,430,213,107,215,443
8119620,Units,604,1139,28,1009,763,768,770,867,266,178,1096,1129
8119638,Units,97,182,255,85,204,143,187,55,7,64,214,11
8119646,Units,83,166,163,346,141,229,342,307,218,200,193,34
8119653,Units,874,222,275,245,274,759,156,448,958,240,246,840
8119661,Units,1426,121,1246,460,247,1862,1745,458,1936,798,36,188
8119679,Units,888,806,289,76,229,299,566,483,701,283,28,405
8119687,Units,31,261,367,114,174,204,31,173,407,397,235,290
8119695,Units,23,453,55,456,320,154,14,378,197,264,346,263
8119729,Units,0,0,0,0,0,0,0,0,0,0,0,0
8119745,Units,0,0,0,0,0,0,0,0,0,0,0,0
8119794,Units,1112,225,654,83,914,327,819,1123,488,413,194,308
8119802,Units,513,405,379,115,344,228,321,140,194,26,355,471
8119836,Units,0,0,0,0,0,0,0,0,0,0,0,0
8119844,Units,0,0,0,0,1,0,1,0,1,1,0,0
8119950,Units,86,233,118,35,52,48,364,459,147,141,431,495
8120032,Units,408,274,230,580,311,299,394,571,71,241,470,271
8120206,Units,470,190,263,457,163,365,247,252,59,549,384,99
8120214,Units,300,3,232,460,121,412,521,423,208,544,290,403
8120263,Units,521,524,109,92,545,727,72,349,186,516,643,483
8120289,Units,338,236,562,351,357,315,45,119,31,688,234,473
8120297,Units,420,178,406,274,267,335,89,25,382,228,226,175
8120545,Units,111,432,329,275,127,295,158,223,425,170,201,422
8120594,Units,282,71,124,331,81,227,317,71,334,415,39,143
8120610,Units,0,0,0,0,0,0,0,0,0,0,0,0
8120628,Units,288,235,45,378,134,277,263,352,396,143,148,64
8120636,Units,427,452,248,77,71,378,23,445,264,324,443,74
8120644,Units,0,0,0,0,0,0,0,0,0,0,0,0
8120651,Units,223,187,246,170,333,323,215,217,119,105,273,53
8120669,Units,4,4,2,4,4,3,2,0,5,1,2,2
8120677,Units,369,306,220,189,187,184,444,241,325,418,233,202
8120776,Units,0,0,0,0,0,0,0,0,0,0,0,0
8120784,Units,0,0,0,0,0,0,0,0,0,0,0,0
8120826,Units,0,0,0,0,0,0,0,0,0,0,0,0
8120966,Units,773,2026,1127,1278,1153,1321,2151,837,2033,626,1803,1111
8120982,Units,0,0,1,1,0,1,1,1,1,1,1,1
8120990,Units,2,17,1,2,19,2,19,5,6,19,9,5
8121022,Units,332,161,172,47,142,238,241,338,53,78,189,11
8121154,Units,233,871,96,34,833,383,19,251,262,142,708,311
8121162,Units,89,158,737,137,399,802,886,159,432,246,785,523
8121170,Units,298,360,726,364,640,715,796,1155,1094,1042,682,316
8121188,Units,740,202,659,748,970,114,450,1472,418,1421,753,258
8121196,Units,5,0,4,3,4,2,7,5,7,3,8,2
8121295,Units,0,0,0,0,0,0,0,0,0,0,0,0
8121329,Units,15,9,0,7,1,9,20,7,9,1,9,7
8121337,Units,326,307,224,325,221,93,196,2,8,158,117,86
8121345,Units,400,808,996,1100,150,61,862,1244,495,160,824,139
8121352,Units,1625,162,1016,646,1620,1208,879,1364,270,104,106,645
8121360,Units,96,1661,1150,1188,172,282,217,1278,909,152,1925,523
8121378,Units,15,8,1,11,5,15,13,3,3,2,3,11
8121527,Units,174,39,141,345,309,195,282,233,292,127,84,21
8121550,Units,413,78,104,128,561,109,375,260,339,28,28,523
8121576,Units,161,289,295,380,306,419,2,284,202,105,318,24
8121642,Units,222,301,69,504,196,127,241,505,435,282,162,454
8121659,Units,1331,693,773,435,276,966,118,331,120,552,792,530
8121733,Units,116,22,102,9,39,114,117,116,119,108,42,42
8121774,Units,0,0,0,0,0,0,0,0,0,0,0,0
8121824,Units,0,0,0,0,0,0,0,0,0,0,0,0
8121899,Units,717,771,254,808,1597,1691,1823,466,359,1164,1226,1362
8121980,Units,0,0,0,0,0,0,0,0,0,0,0,0
8122012,Units,28,236,72,108,283,8,121,13,104,117,91,183
8122020,Units,32,123,151,79,11,79,139,121,0,88,66,28
8122038,Units,51,28,101,45,10,32,46,10,86,27,64,15
8122046,Units,36,150,7,52,91,127,9,156,9,51,139,131
8122053,Units,36,49,140,87,43,163,150,34,78,44,82,131
8122061,Units,224,91,33,31,50,146,158,203,188,269,9,210
8122079,Units,51,45,224,18,125,240,236,121,6,222,105,233
8122178,Units,670,2214,1989,2271,2541,1628,2494,2609,2445,1214,1921,61
8122186,Units,1316,760,1607,2100,1406,427,669,136,2168,1844,288,301
8122194,Units,586,179,351,475,78,406,31,49,568,238,247,78
8122202,Units,506,704,680,121,231,213,533,117,469,686,51,360
8122210,Units,1131,1400,2192,903,1141,867,1241,1175,1001,850,442,324
8122228,Units,501,268,341,287,700,267,227,64,555,269,756,754
8122236,Units,1079,51,1007,793,492,134,92,148,945,992,511,1089
8122350,Units,0,0,0,0,0,0,0,0,0,0,0,0
8122467,Units,1,0,3,3,3,1,3,2,1,2,1,3
8122525,Units,-2,0,-2,-3,0,0,-2,-3,-3,-1,-1,-1
8122582,Units,0,0,0,0,0,0,0,0,0,0,0,0
8122624,Units,0,0,0,0,0,0,0,0,0,0,0,0
8122640,Units,3,10,14,11,12,12,9,8,7,7,16,9
8122764,Units,-1,0,-1,0,-1,-1,0,-1,-1,0,0,0
8122848,Units,0,0,0,0,0,0,0,0,0,0,0,0
8123051,Units,0,0,0,0,0,0,0,0,0,0,0,0
8123176,Units,1,2,1,0,2,1,1,1,0,2,1,2
8123259,Units,147,390,509,496,39,338,412,103,44,501,306,376
8123697,Units,626,967,1326,1085,1175,1041,1251,1216,428,694,315,3
8123713,Units,3309,288,3700,1952,2788,1932,1980,873,447,3585,2341,2807
8123721,Units,1024,745,785,537,64,668,210,96,414,630,66,457
8123853,Units,208,137,186,99,83,0,114,71,5,196,168,236
8123861,Units,2064,799,1240,1471,244,323,1836,1033,1306,2551,315,781
8123895,Units,2,1,1,2,3,3,3,3,1,1,0,2
8123929,Units,0,0,0,0,0,0,0,0,0,0,0,0
8123978,Units,1,0,2,2,1,2,2,1,2,0,2,3
8124109,Units,0,0,0,0,0,0,0,0,0,0,0,0
8124315,Units,116,144,15,88,67,38,161,87,23,9,158,4
8124422,Units,53,5,51,104,34,113,344,270,144,286,104,7
8124497,Units,1,3,6,2,7,0,6,0,7,7,1,4
8124646,Units,0,0,0,0,0,0,0,0,0,0,0,0
8124786,Units,375,887,583,816,703,820,688,92,472,40,110,405
8124794,Units,4,6,6,3,7,0,2,3,8,3,4,5
8124810,Units,0,0,0,0,0,0,0,0,0,0,0,0
8124828,Units,0,3,1,0,2,0,3,3,3,1,3,0
8125056,Units,0,0,0,0,0,0,0,0,0,0,0,0
8125106,Units,1,1,0,0,0,2,2,2,1,1,0,1
8125155,Units,1,4,1,3,1,1,2,3,1,2,4,4
8125262,Units,739,454,733,325,342,708,48,613,425,151,453,472
8125270,Units,0,0,0,0,0,0,0,0,0,0,0,0
8125288,Units,469,628,558,566,282,525,435,575,321,456,3,2
8125577,Units,0,0,0,0,0,0,0,0,0,0,0,0
8125734,Units,0,0,0,0,0,0,0,0,0,0,0,0
8125791,Units,419,387,458,787,839,425,690,1443,1464,867,1417,1185
8125817,Units,257,2478,1494,1811,2752,2775,352,35,2910,397,1228,1783
8125825,Units,1626,295,4204,302,3721,1544,5924,4555,2063,1283,2369,4303
8125833,Units,309,177,303,19,124,173,347,141,23,183,110,110
8125841,Units,2539,4859,2241,1682,6187,4562,4334,5178,7263,3622,2069,6529
8125858,Units,3660,328,4779,938,149,3291,4157,1723,1071,3549,3312,1367
8125866,Units,3405,3245,1542,1175,6336,90,4735,387,5774,5900,5622,4403
8125874,Units,183,86,281,456,187,367,377,319,65,221,240,359
8125882,Units,212,38,162,1112,421,1387,236,370,2764,68,1251,3588
8125908,Units,1048,239,670,949,328,686,586,781,316,281,349,763
8125916,Units,3344,5390,757,3433,551,368,4771,4831,1269,299,4564,4351
8125924,Units,1977,2236,223,2104,831,130,1443,1019,990,2394,43,1383
8125932,Units,217,246,245,315,310,556,535,766,276,851,437,279
8125940,Units,397,282,439,579,1305,634,1428,282,358,37,697,1532
8125957,Units,879,940,362,470,13,48,258,366,158,323,952,514
8125965,Units,279,493,541,372,303,377,86,440,75,131,394,284
8125999,Units,8,7,5,8,2,5,5,8,0,8,4,8
8126005,Units,370,1637,1602,304,910,1199,205,491,14,122,527,1378
8126013,Units,1445,723,533,1722,1666,1628,1235,1246,1289,905,1662,1198
8126047,Units,2766,1193,2958,2399,2484,23,2887,1062,2138,2881,806,3632
8126088,Units,14,11,4,42,15,71,15,55,48,61,62,58
8126096,Units,3,5,4,8,7,2,4,3,2,1,4,8
8126104,Units,0,0,0,0,0,0,0,0,0,0,0,0
8126112,Units,1360,83,177,1800,283,1748,1685,363,700,1439,1750,1325
8126187,Units,682,722,508,29,669,116,784,687,505,767,157,765
8126336,Units,3,4,4,4,1,0,1,1,0,3,0,3
8126518,Units,0,0,0,0,0,0,0,0,0,0,0,0
8126849,Units,0,0,0,0,0,0,0,0,0,0,0,0
8127003,Units,770,488,23,100,808,253,682,167,768,7,610,793
8127011,Units,0,0,0,0,0,0,0,0,0,0,0,0
8127029,Units,490,407,286,518,354,289,679,213,229,633,240,69
8127268,Units,0,0,1,0,1,1,1,1,1,1,1,0
8127276,Units,22,233,399,400,285,31,633,318,32,434,389,292
8127284,Units,52,145,565,156,779,661,148,627,840,540,601,500
8127300,Units,238,32,206,54,59,176,46,324,237,288,121,99
8127326,Units,4,22,49,89,133,64,49,107,73,8,43,103
8127375,Units,2,1,2,1,1,0,1,1,2,1,1,1
8127649,Units,53,227,133,147,56,212,147,61,228,162,23,92
8127763,Units,695,417,885,250,1498,542,354,608,330,1063,1318,243
8127821,Units,31,97,102,60,114,58,102,64,112,55,9,29
8127839,Units,0,0,0,0,0,0,0,0,0,0,0,0
8127862,Units,-2,-2,-2,0,-3,0,-2,-4,-3,-4,-3,-3
8127987,Units,3,109,122,22,122,118,118,7,32,87,109,47
8127995,Units,223,13,122,23,4,232,80,51,285,262,73,62
8128126,Units,0,1,0,1,1,1,0,1,0,1,1,1
8128134,Units,44,15,62,38,95,59,43,103,8,21,55,69
8128142,Units,20,13,41,88,102,3,121,43,11,69,90,119
8128159,Units,86,51,27,57,27,28,90,64,36,58,78,28
8128167,Units,61,149,173,180,162,134,155,167,45,106,139,66
8128241,Units,0,0,0,0,0,0,0,0,0,0,0,0
8128266,Units,146,162,20,136,101,129,176,182,213,75,171,149
8128308,Units,201,490,92,327,415,499,111,503,98,270,467,166
8128316,Units,273,42,804,846,728,571,656,814,654,258,120,242
8128324,Units,0,0,0,0,0,0,0,0,0,0,0,0
8128522,Units,291,204,507,212,175,11,425,611,487,67,443,204
8128787,Units,69,2,64,105,124,138,82,60,134,128,115,54
8128894,Units,0,0,0,0,0,0,0,0,0,0,0,0
8129363,Units,42,309,199,328,55,206,387,360,437,133,141,6
8129447,Units,115,44,198,143,139,320,316,355,374,256,220,299
8129454,Units,69,192,95,96,324,35,290,341,199,119,151,294
8129462,Units,436,248,734,550,854,263,160,825,188,685,9,688
8129470,Units,62,203,331,298,255,47,376,64,60,77,485,98
8129496,Units,35,75,142,136,34,54,148,110,57,117,198,216
8129512,Units,140,250,43,93,291,214,180,82,181,16,6,144
8129520,Units,4,3,5,1,2,6,4,5,6,0,4,5
8129553,Units,426,302,104,466,197,195,16,67,308,450,229,206
8129678,Units,3,3,2,0,2,2,3,2,4,2,2,1
8129686,Units,5,4,1,4,2,2,1,4,5,6,1,0
8129769,Units,0,0,0,0,0,0,0,0,0,0,0,0
8130031,Units,0,0,0,0,0,0,0,0,0,0,0,0
8130130,Units,0,0,0,0,0,0,0,0,0,0,0,0
8130205,Units,2,0,1,1,1,1,2,0,0,0,2,2
8130239,Units,3,67,52,36,40,61,48,46,57,29,27,80
8130270,Units,0,0,0,0,0,0,0,0,0,0,0,0
8130361,Units,0,0,0,0,0,0,0,0,0,0,0,0
8130536,Units,1,1,2,1,7,6,1,5,2,4,0,4
8130577,Units,0,0,0,0,0,0,0,0,0,0,0,0
8130593,Units,1,1,0,0,1,0,0,0,1,0,1,1
8130874,Units,1,0,1,1,1,0,1,1,0,0,1,0
8130890,Units,4,5,2,1,0,1,1,2,5,0,3,5
8130932,Units,0,0,0,0,0,0,0,0,0,0,0,0
8131120,Units,0,2,1,2,1,1,2,0,1,2,2,0
8131153,Units,1,1,2,2,2,2,2,2,1,2,1,0
8131179,Units,100,310,136,115,394,3,194,149,270,313,497,1
8131229,Units,43,332,346,327,136,345,285,499,245,490,511,244
8131245,Units,0,0,0,0,0,0,0,0,0,0,0,0
8131286,Units,0,0,0,0,0,0,0,0,0,0,0,0
8131294,Units,26,25,1,13,20,7,27,8,11,6,6,5
8131328,Units,0,0,0,0,0,0,0,0,0,0,0,0
8131351,Units,22,14,16,33,24,14,32,25,5,42,17,18
8131377,Units,7,14,2,4,6,7,14,8,9,5,3,0
8131401,Units,90,160,30,151,144,77,13,135,60,3,148,89
8131427,Units,0,0,0,0,0,0,0,0,0,0,0,0
8131435,Units,338,527,637,737,663,861,309,630,775,659,750,342
8131443,Units,1192,161,1065,308,1322,509,856,737,497,1159,130,646
8131450,Units,764,113,173,66,640,15,539,1097,1126,449,905,645
8131468,Units,68,65,502,547,406,526,782,781,585,695,405,8
8131484,Units,347,1174,50,1135,885,1107,1248,527,648,117,634,329
8131492,Units,580,481,138,974,1028,580,802,638,646,753,624,103
8131500,Units,469,2693,1109,2570,1217,922,1744,693,2410,471,1882,3366
8131518,Units,794,293,1982,1984,1573,287,1231,1117,142,917,1859,187
8131559,Units,297,106,1059,1284,683,152,1553,739,682,446,1213,172
